tenant_id,cloud_provider,account_id,service_name,region,usage_date,usage_quantity,usage_unit,billed_cost,effective_cost,currency,resource_id,tags
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-08,4082.24,Hrs,204.112,204.112,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-08,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-09,2578.6,Hrs,128.9301,128.9301,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-09,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-10,2848.48,Hrs,142.424,142.424,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-10,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-11,3756.61,Hrs,187.8305,187.8305,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-11,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-12,3709.55,Hrs,185.4773,185.4773,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-12,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-13,3829.04,Hrs,191.4519,191.4519,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-13,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-14,4390.03,Hrs,219.5017,219.5017,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-14,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-15,3654.96,Hrs,182.7482,182.7482,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-15,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-16,3178.13,Hrs,158.9067,158.9067,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-16,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-17,2556.37,Hrs,127.8183,127.8183,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-17,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-18,3838.99,Hrs,191.9495,191.9495,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-18,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-19,4002.02,Hrs,200.1012,200.1012,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-19,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-20,4142.06,Hrs,207.1032,207.1032,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-20,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-21,4187.9,Hrs,209.3952,209.3952,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-21,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-22,4220.26,Hrs,211.0128,211.0128,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-22,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-23,2897.6,Hrs,144.88,144.88,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-23,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-24,2874.81,Hrs,143.7405,143.7405,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-24,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-25,4259.89,Hrs,212.9943,212.9943,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-25,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-26,3931.16,Hrs,196.5578,196.5578,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-26,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-27,3590.2,Hrs,179.5102,179.5102,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-27,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-28,3641.2,Hrs,182.0602,182.0602,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-28,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-29,3715.27,Hrs,185.7634,185.7634,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-29,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-30,3132.0,Hrs,156.6,156.6,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-30,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-31,3051.09,Hrs,152.5544,152.5544,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-31,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-01,4250.84,Hrs,212.542,212.542,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-01,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-02,3896.47,Hrs,194.8234,194.8234,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-02,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-03,4091.66,Hrs,204.583,204.583,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-03,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-04,4248.99,Hrs,212.4495,212.4495,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-04,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-05,3952.25,Hrs,197.6127,197.6127,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-05,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-06,3155.2,Hrs,157.76,157.76,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-06,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-07,2887.1,Hrs,144.3551,144.3551,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-07,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-08,3952.57,Hrs,197.6287,197.6287,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-08,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-09,3952.41,Hrs,197.6205,197.6205,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-09,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-10,3692.42,Hrs,184.6209,184.6209,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-10,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-11,4248.46,Hrs,212.423,212.423,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-11,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-12,3941.5,Hrs,197.0751,197.0751,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-12,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-13,3079.15,Hrs,153.9574,153.9574,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-13,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-14,3199.17,Hrs,159.9585,159.9585,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-14,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-15,4260.7,Hrs,213.0349,213.0349,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-15,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-16,4339.22,Hrs,216.9611,216.9611,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-16,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-17,4093.59,Hrs,204.6793,204.6793,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-17,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-18,3992.35,Hrs,199.6175,199.6175,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-18,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-19,4112.09,Hrs,205.6045,205.6045,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-19,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-20,2688.91,Hrs,134.4455,134.4455,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-20,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-21,2752.77,Hrs,137.6386,137.6386,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-21,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-22,3717.24,Hrs,185.8622,185.8622,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-22,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-23,3831.22,Hrs,191.5609,191.5609,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-23,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-24,4302.97,Hrs,215.1484,215.1484,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-24,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-06-25,12394.8,Hrs,619.7402,619.7402,USD,aws-111111111111-amazon_ec2-us-east-1-2026-06-25,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon S3,us-east-1,2026-03-18,290.92,Hrs,14.5462,14.5462,USD,aws-111111111111-amazon_s3-us-east-1-2026-03-18,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon S3,us-east-1,2026-03-19,331.68,Hrs,16.5839,16.5839,USD,aws-111111111111-amazon_s3-us-east-1-2026-03-19,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon S3,us-east-1,2026-03-20,292.32,Hrs,14.6162,14.6162,USD,aws-111111111111-amazon_s3-us-east-1-2026-03-20,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon S3,us-east-1,2026-03-21,239.35,Hrs,11.9675,11.9675,USD,aws-111111111111-amazon_s3-us-east-1-2026-03-21,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon S3,us-east-1,2026-03-22,209.45,Hrs,10.4723,10.4723,USD,aws-111111111111-amazon_s3-us-east-1-2026-03-22,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
